video,Time(s)-sc,Time(s),Flight Code,Aircraft & origin-destination,flight time,Labeled Time(MM:SS),Labels,Labeled Time(s),,,video lengths(SS),video lengths(MM:SS),video lengths(s)
,8040,1655933399, QF4 , Airbus A580 Dubai - Melbourne , Flight Time: 13:10,02:55 , Qantas Airbus A380 Landing from Dubai,175,,,,,
,8083,1655933442, $Q217 , Airbus A380 Melbourne - Singapore , Flight Time: 7:00,03:36 , Singapore Airlines Airbus A380 Landing from Singapore,216,,,,,
,8132,1655933491, CLS21 , Alrous A580 Gaungzhou - Melbourne , Flight Time: 9:15,04:25 , China Southern Airbus A380 Landing from Guangzhou ,265,,,,,
,8167,1655933526, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,05:01 , Qantas Airbus A380 Landing from Los Angeles ,301,,,,,
,8197,1655933556, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,05:30 , Etihad Airways Airbus A380 Landing from Abu Dhabi,330,,,,,
,8224,1655933583, $Q217 , Airbus A380 Melbourne - Singapore , Flight Time: 7:00,05:57 , Singapore Airlines Airbus A380 Landing from Singapore,357,,,,,
,8265,1655933624, EK407 , Airbus A380 Auckland - Melbourne , Flight Time: 3:30,06:38 , Emirates Airbus A380 Landing from Auckland ,398,,,,,
,8307,1655933666, EK406 , Airbus A380 Dubai - Melbourne , Flight Time: 13:00,07:20 , Emirates Airbus A380 Landing from Dubai,440,,,,,
,8350,1655933709, $Q217 , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,08:04 , Singapore Airlines Airbus A380 Landing from Singapore,484,,,,,
,8381,1655933740, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,08:36 , Etihad Airways Airbus A380 Landing from Abu Dhabi,516,,,,,
,8415,1655933774, QRI04 , Airbus A380 Doha - Melbourne , Flight Time: 13:45,09:08 , Qatar Airways Airbus A380 Landing from Doha,548,,,,,
,8451,1655933810, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,09:44 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,584,,,,,
,8472,1655933831, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,10:08 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,608,,,,,
,8517,1655933876, QRIO4 , Airbus A380 Doha - Melbourne , Flight Time: 13:45,10:48 , Qatar Airways Airbus A380 Landing from Doha ,648,,,,,
,8602,1655933961, $Q217 , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,12:15 , Singapore Airlines Airbus A380 Landing from Singapore,735,,,,,
,8650,1655934009, QRI04 , Airbus A380 Doha - Melbourne , Flight Time: 13:45,13:04 , Qatar Airways Airbus A380 Landing from Doha  ,784,,,,,
,8695,1655934054, EK406 , Airbus A380 Dubai - Melbourne , Flight Time: 13:00,13:48 , Emirates Airbus A380 Landing from Dubai,828,,,,,
,8754,1655934113, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,14:49 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,889,,,,,
,8780,1655934139, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,15:14 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,914,,,,,
,8852,1655934211, MH144 , Airbus A380 Kuala Lumpur ~ Melbourne , Flight Time: 7:30,16:20 , Malaysia Airlines Airbus A380 Landing from Kuala Lumpur ,980,,,,,
,8876,1655934235, Ek404 , Airbus A380 Singapore - Melbourne , Flight Time: 7:00,16:50 , Emirates Airbus A380 Landing from Singapore,1010,,,,,
,8899,1655934258, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,17:19 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,1039,,,,,
,8950,1655934309, MH144 , Airbus A380 Kuala Lumpur - Melbourne , Flight Time: 7:30,18:04 , Malaysia Airlines Airbus A380 Landing from Kuala Lumpur  ,1084,,,,,
,8988,1655934347, $Q217 , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,18:41 , Singapore Airlines Airbus A380 Landing from Singapore,1121,,,,,
,9026,1655934385, Ek404 , Airbus A380 Singapore - Melbourne , Flight Time: 7:00,19:20 , Emirates Airbus A380 Landing from Singapore,1160,,,,,
,9054,1655934413, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,19:47 , Qantas Airbus A380 Landing from Los Angeles ,1187,,,,,
,9084,1655934443, QRI04 , Airbus A380 Doha - Melbourne , Flight Time: 13:45,20:17 , Qatar Airways Airbus A380 Landing from Doha ,1217,,,,,
6,9229,1655934588, EK412 , Airbus A380 Dubai - Sydney , Flight Time: 13:50,00:00 , Emirates Airbus A380 Landing from Dubai ,0,,,,,
https://youtu.be/6NGCjCWK9qY,9266,1655934625, OZe01 , Airbus A580 Soeul - Sydney , Flight Time: 11:10,00:38 , Asiana Airlines Airbus A380 Landing from Seoul ,38,,,,,
,9303,1655934662, CZ325 , Airbus A380 Guangzhou - Sydney , Flight Time: 4:15,01:16 , China Southern Airbus A380 Landing from Guangzhou ,76,,,,,
,9338,1655934697, SQ221 , Airbus A380 Singapore - Sydney , Flight Time: 7:30,01:51 , Singapore Airlines Airbus A380 Landing from Singapore ,111,,,,,
,9372,1655934731, QrFs , Airbus A380 Dallas - Sydney , Flight Time: 15:30,02:26 , Qantas Airbus A380 Landing from Dallas,146,,,,,
,9399,1655934758, EY450 , Airous A580 Abu Dhabi - Sydney , Flight Time 13:45,02:52 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,172,,,,,
,9425,1655934784, OZe01 , Airbus A580 Soeul - Sydney , Flight Time: 11:10,03:19 , Asiana Airlines Airbus A380 Landing from Seoul ,199,,,,,
,9454,1655934813, SQ221 , Airbus A380 Singapore - Sydney , Flight Time: 7:30,03:48 , Singapore Airlines Airbus A380 Landing from Singapore ,228,,,,,
,9496,1655934855, KE121 , Airbus A580 Seoul - Sydney , Flight Time: 10:35,04:30 , Korean Air Airbus A380 Landing from Seoul ,270,,,,,
,9534,1655934893, QF12 , Airbus A380 Los Angeles - Sydney , Flight Time: 14:30,05:07 , Qantas Airbus A380 Landing from Los Angeles ,307,,,,,
,9579,1655934938, EY450 , Airous A580 Abu Dhabi - Sydney , Flight Time 13:45,05:52 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,352,,,,,
,9614,1655934973, QF12 , Airbus A380 Los Angeles - Sydney , Flight Time: 14:30,06:27 , Qantas Airbus A380 Landing from Los Angeles ,387,,,,,
,9639,1655934998, MH123 , Airbus A380 Kuala Lumpur - Sydney , Flight Time: 8:00,06:54 , Malaysia Airlines Airbus A380 Landing from Kuala Lumpur ,414,,,,,
,9668,1655935027, QRIOE , Airbus A580 Doha - Sydney , Flight Time: 14:15,07:22 , Qatar Airways Airbus A380 Landing from Doha ,442,,,,,
,9692,1655935051, CZ325 , Airbus A380 Guangzhou - Sydney , Flight Time: 4:15,07:46 , China Southern Airbus A380 Landing from Guangzhou ,466,,,,,
,9735,1655935094, EK412 , Airbus A380 Dubai - Sydney , Flight Time: 13:50,08:30 , Emirates Airbus A380 Landing from Dubai,510,,,,,
,9784,1655935143, S$Q221 , Airbus A380 Singapore - Sydney , Flight Time: 7:30,09:18 , Singapore Airlines Airbus A380 Landing from Singapore ,558,,,,,
,9814,1655935173, EK412 , Airbus A380 Dubai - Sydney , Flight Time: 13:50,09:47 , Emirates Airbus A380 Landing from Dubai,587,,,,,
,9841,1655935200, EY450 , Airous A580 Abu Dhabi - Sydney , Flight Time 13:45,10:16 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,616,,,,,
,9864,1655935223, EK416 , Airbus A380 Dubai - Sydney , Flight Time: 13:45,10:38 , Emirates Airbus A380 Landing from Dubai,638,,,,,
,9896,1655935255, KE121 , Airbus A580 Seoul - Sydney , Flight Time: 10:35,11:09 , Korean Air Airbus A380 Landing from Seoul ,669,,,,,
,9929,1655935288, MH123 , Airbus A380 Kuala Lumpur - Sydney , Flight Time: 8:00,11:44 , Malaysia Airlines Airbus A380 Landing from Kuala Lumpur ,704,,,,,
,9956,1655935315, CZ325 , Airbus A380 Guangzhou - Sydney , Flight Time: 4:15,12:10 , China Southern Airbus A380 Landing from Guangzhou ,730,,,,,
,9982,1655935341, QF12 , Airbus A380 Los Angeles - Sydney , Flight Time: 14:30,12:36 , Qantas Airbus A380 Landing from Los Angeles ,756,,,,,
,10000,1655935359, EY450 , Airous A580 Abu Dhabi - Sydney , Flight Time 13:45,13:00 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,780,,,,,
,10045,1655935404, KE121 , Airbus A580 Seoul - Sydney , Flight Time: 10:35,13:39 , Korean Air Airbus A380 Landing from Seoul ,819,,,,,
,10096,1655935455, QRIOS , Airbus A580 Doha - Sydney , Flight Time: 14:15,14:31 , Qatar Airways Airbus A380 Landing from Doha ,871,,,,,
,10124,1655935483, EK412 , Airbus A380 Dubai - Sydney , Flight Time: 13:50,14:59 , Emirates Airbus A380 Landing from Dubai ,899,,,,,
,10178,1655935537, EK412 , Airbus A380 Dubai - Sydney , Flight Time: 13:50,15:56 , Emirates Airbus A380 Landing from Dubai ,956,,,,,
,10209,1655935568, OZe01 , Airbus A580 Soeul - Sydney , Flight Time: 11:10,16:27 , Asiana Airlines Airbus A380 Landing from Seoul,987,,,,,
,10232,1655935591, CZ325 , Airbus A380 Guangzhou - Sydney , Flight Time: 4:15,16:45 , China Southern Airbus A380 Landing from Guangzhou ,1005,,,,,
,10299,1655935658, QF12 , Airbus A380 Los Angeles - Sydney , Flight Time: 14:30,17:53 , Qantas Airbus A380 Landing from Los Angeles ,1073,,,,,
,10343,1655935702, QRIOG , Airbus A380 Doha - Sydney , Flight Time: 14:15,18:37 , Qatar Airways Airbus A380 Landing from Doha ,1117,,,,,
,10374,1655935733, QrFs , Airbus A380 Dallas - Sydney , Flight Time: 15:30,19:08 , Qantas Airbus A380 Landing from Dallas,1148,,,,,
,10404,1655935763, EY450 , Alrous A580 Abu Dhabi - Sydney , Flight Time 13:45,19:38 , Etihad Airways Airbus A380 Landing from Abu Dhabi ,1178,,,,,
,10434,1655935793, OZe01 , Airbus A580 Soeul - Sydney , Flight Time: 11:10,20:06 , Asiana Airlines Airbus A380 Landing from Seoul,1206,,,,,
7,10523,1655935882, 5X34 , Boeing 747F Honolulu - Sydney , Flight Time: 7:30,00:00 , UPS Boeing 747-400F Landing from Honolulu ,0,,,,,
https://youtu.be/3YeSDfpKKo4,10553,1655935912, SQ7290 , Boeing 747F Singapore - Sydney , Flight Time: 7:30,00:34 , Singapore Airlines Cargo Boeing 747-400F Landing from Singapore ,34,,,,,
,10592,1655935951, FX6013 , Boeing 777 Singapore - Sydney , Flight Time: 7:00,01:11 , FedEx Boeing 777-200F Landing from Singapore ,71,,,,,
,10623,1655935982, CAL74 , Airbus A330 Beijing - Sydney , Flight Time: 12:10,01:45 , Air China Airbus A330-300 Landing from Beijing ,105,,,,,
,10652,1655936011, FX6013 , Boeing 777 Singapore - Sydney , Flight Time: 7:00,02:13 , FedEx Boeing 777-200F Landing from Singapore ,133,,,,,
,10686,1655936045, EK9242 , Boeing 777 Dubai - Sydney , Flight Time: 13:05,02:45 , Emirates Boeing 777-300ER Landing from Dubai ,165,,,,,
,10733,1655936092, QFS80 , Airbus A330 Perth - Sydney , Flight Time: 3:45,03:34 , Qantas Airbus A330-300 Landing from Perth,214,,,,,
,10776,1655936135, SQ241 , Airbus AZSO Singapore - Sydney , Flight Time: 7:00,04:17 , Singapore Airlines Airbus A350-900 Landing from Singapore ,257,,,,,
,10825,1655936184, CAS87 , Airbus A530 Shenzhen - Sydney , Flight Time: 8:45,05:07 , Air China Airbus A330-300 Landing from Shenzhen ,307,,,,,
,10874,1655936233, UA8G3 , Boeing 777 San Francisco ~ Sydney , Flight Time: 14:45,05:55 , United Airlines Boeing 777-300ER Landing from San Francisco ,355,,,,,
,10917,1655936276, NH87@ , Boeing 787 Tokyo - Sydney , Flight Time: 4:25,06:36 , ANA Boeing 787-9 Landing from Tokyo ,396,,,,,
,10971,1655936330, VN787 , Boeing 787 Hanoi - Sydney , Flight Time: 10:10,07:32 , Vietnam Airlines Boeing 787-9 Landing from Ho Chi Minh City ,452,,,,,
,11015,1655936374, DO232 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:45,08:15 , DHL Boeing 777-200F Landing from Los Angeles ,495,,,,,
,11047,1655936406, ULGO7 , Airbus A330 Colombo - Sydney , Flight Time: 9:50,08:46 , SriLankan Airbus A330-300 Landing from Colombo ,526,,,,,
,11079,1655936438, FX77 , Boeing 777F Honolulu - Sydney , Flight Time: 10:05,09:19 , FedEx Boeing 777-200F Landing from Honolulu ,559,,,,,
,11105,1655936464, HJL , Boeing 767F Auckland - Sydney , Flight Time: 3:00,09:45 , DHL Boeing 767-300ER Landing from Auckland ,585,,,,,
,11138,1655936497, CAG13 , Airbus A550 Shanghai - Sydney , Flight Time: 10:15,10:18 , Air China Airbus A330-300 Landing from Shanghai ,618,,,,,
,11166,1655936525, CAL74 , Airbus A330 Beijing - Sydney , Flight Time: 12:10,10:55 , Air China Airbus A330-300 Landing from Beijing ,655,,,,,
,11256,1655936615, 3U8654 , Airbus A330 Chongqing - Sydney , Flight Time: 10:20,12:15 , Sichuan Airlines Airbus A330-300 Landing from Chongqing ,735,,,,,
,11341,1655936700, 5X34 , Boeing 747F Honolulu - Sydney , Flight Time: 7:30,13:44 , UPS Boeing 747-400F Landing from Honolulu  ,824,,,,,
,11438,1655936797, QF7S552 , Boeing 747F Auckland - Sydney , Flight Time: 3:00,15:18 , Atlas Air Boeing 747-8F Landing from Auckland ,918,,,,,
,11553,1655936912, QF7S24 , Boeing 767F Christchurch - Sydney , Flight Time: 3:00,17:13 , Qantas Freight Boeing 767-300F Landing from Christchurch ,1033,,,,,
,11598,1655936957, MF801 , Boeing 787 Xiamen - Sydney , Flight Time: 7:20,17:58 , Xiamen Air Boeing 787-9 Landing from Xiamen ,1078,,,,,
,11646,1655937005, LA801 , Boeing 787 Auckland - Sydney , Flight Time: 3:00,18:45 , Latam Airlines Boeing 787-9 Landing from Auckland ,1125,,,,,
,11686,1655937045, VA8S4 , Boeing 787 Los Angeles - Sydney , Flight Time: 13:15,19:28 , United Airlines Boeing 787-9 Landing from Los Angeles ,1168,,,,,
,11723,1655937082, DO232 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:45,20:02 , DHL Boeing 777-200F Landing from Los Angeles ,1202,,,,,
,11763,1655937122, MH@207 , Airbus A330F Kuala Lumpur - Sydney , Flight Time: 7:00,20:49 , Malaysia Airlines Airbus A330-200F Landing from Kuala Lumpur  ,1249,,,,,
,11810,1655937169, MU73S , Boeing 787 Shanghai - Sydney , Flight Time: 9:50,21:30 , Shanghai Airlines Boeing 787-9 Landing from Shanghai ,1290,,,,,
,11859,1655937218, VA2812 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:55,22:20 , United Airlines Boeing 777-300ER Landing from Los Angeles ,1340,,,,,
,11891,1655937250, EK9242 , Boeing 777 Dubai - Sydney , Flight Time: 13:05,22:52 , Emirates Boeing 777-300ER Landing from Dubai ,1372,,,,,
,11935,1655937294, EK416 , Boeing 777 Dubai - Sydney , Flight Time: 13:50,23:42 , Emirates Boeing 777-300ER Landing from Dubai ,1422,,,,,
,11984,1655937343, CX28 , Boeing 747F Hong Kong - Sydney , Flight Time 9:00,24:25 , Cathay Pacific Boeing 747-8F Landing from Hong Kong,1465,,,,,
8,12042,1655937401, BISS , Airbus A340 Brunei ~ Melbourne , Flight Time: 6:00,00:00 , HiFly Airbus A340-300 Landing from Bandar Seri Begawan ,0,,,,,
https://youtu.be/PjeJBfj5ADI,12085,1655937444, EY460 , Boeing 787 Abu Dhabi - Melbourne , Flight Time: 13:30,00:45 , Etihad Airways Boeing 787-9 Landing from Abu Dhabi ,45,,,,,
,12114,1655937473, SQ207 , Airbus A350 Singapore - Melbourne , Flight Time: 7:00,01:15 , Singapore Airlines Airbus A350-900 Landing from Singapore ,75,,,,,
,12157,1655937516, QF36 , Airbus A380 Singapore - Melbourne , Flight Time: 6:55,01:58 , Qantas Airbus A380-800 Landing from Singapore  ,118,,,,,
,12199,1655937558, EK406 , Airbus A380 Dubai - Melbourne , Flight Time: 13:00,02:39 , Emirates Airbus A380-800 Landing from Dubai ,159,,,,,
,12245,1655937604, SQ227 , Boeing 777 Singapore - Melbourne , Flight Time: 7:00,03:26 , Singapore Airlines Boeing 777-300ER Landing from Singapore,206,,,,,
,12281,1655937640, JQ3e , Boeing 787 Denpasar - Melbourne , Flight Time: 5:00,04:02 , Jetstar Boeing 787-8 Landing from Denpasar ,242,,,,,
,12312,1655937671, CZ321 , Airbus A330 Guangzhou ~ Melbourne , Flight Time: 9:45,04:33 , China Southern Airlines Airbus A330-300 Landing from Guangzhou ,273,,,,,
,12366,1655937725, CX134 , Airbus A350 Melbourne - Hong Kong , Flight Time: 7:00,05:26 , Cathay Pacific Airbus A350-900 Takeoff to Hong Kong,326,,,,,
,12434,1655937793, QR8837, Boeing 777 Melbourne - Doha , Flight Time: 13:45,06:35 , Qatar Airways Boeing 777-300ER Takeoff to Doha ,395,,,,,
,12488,1655937847, EY460 , Boeing 787 Abu Dhabi - Melbourne , Flight Time: 13:30,07:28 , Etihad Airways Boeing 787-9 Landing from Abu Dhabi ,448,,,,,
,12528,1655937887, CZ643 , Airbus A330 Guangzhou - Melbourne , Flight Time: 9:00,08:09 , China Southern Airlines Airbus A330-300 Landing from Guangzhou,489,,,,,
,12593,1655937952, JQ3e , Boeing 787 Denpasar - Melbourne , Flight Time: 5:00,09:14 , Jetstar Boeing 787-8 Landing from Denpasar ,554,,,,,
,12619,1655937978, D7214 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:45,09:40 , AirAsia X Airbus A330-300 Landing from Kuala Lumpur ,580,,,,,
,12650,1655938009, Ek404 , Airbus A380 Singapore - Melbourne , Flight Time: 7:00,10:11 , Emirates Airbus A380-800 Landing from Singapore ,611,,,,,
,12684,1655938043, AC37 , Boeing 787 Vancouver - Melbourne , Flight Time: 14:45,10:44 , Air Canada Boeing 787-9 Landing from Vancouver ,644,,,,,
,12711,1655938070, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,11:11 , Qantas Airbus A380-800 Landing from Los Angeles ,671,,,,,
,12830,1655938189, Ek405 , Boeing 777 Melbourne - Singapore , Flight Time: 7:15,13:10 , Emirates Boeing 777-300ER Takeoff to Singapore ,790,,,,,
,12908,1655938267, QF29 , Boeing 747 Melbourne - Hong Kong , Flight Time: 7:00,14:28 , Qantas Boeing 747-400ER Takeoff to Hong Kong,868,,,,,
,12959,1655938318, QF9 , Boeing 787 Melbourne - Perth , Flight Time: 3:30,15:20 , Qantas Boeing 787-9 Takeoff to Perth,920,,,,,
,12999,1655938358, VA87 , Airbus A330 Melbourne ~ Hong Kong , Flight time: 9:00,15:59 , Virgin Australia Airbus A330-200 Takeoff to Hong Kong,959,,,,,
,13042,1655938401, JQ443 , Airbus A320 Gold Coast - Melbourne , Flight Time: 1:45,16:43 , Jetstar Airbus A320-200 Landing from Gold Coast ,1003,,,,,
,13118,1655938477, EK405 , Airbus A380 Melbourne - Singapore , Flight Time: 7:00,17:58 , Emirates Airbus A380-800 Takeoff to Singapore ,1078,,,,,
,13158,1655938517, QF409 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,18:39 , Qantas Airbus A330-200 Landing from Sydney ,1119,,,,,
,13203,1655938562, VA86 , Airbus A330 Hong Kong - Melbourne , Flight Time: 7:00,19:24 , Virgin Australia Airbus A330-200 Landing from Hong Kong,1164,,,,,
,13262,1655938621, BAVI088 , Boeing 787 Hanoi - Melbourne , Flight Time: 8:35,20:23 , Bamboo Airways Boeing 787-9 Landing from Hanoi ,1223,,,,,
,13332,1655938691, CL521 , Airbus A550 Gaungzhou - Melbourne , Flight Time: 9:15,21:32 , China Southern Airlines Airbus A350-900 Landing from Guangzhou ,1292,,,,,
,13428,1655938787, QFUS , Airbus A380 Melbourne - Los Angeles , Flight Time 13:55,23:08 , Qantas Airbus A380-800 Takeoff to Los Angeles ,1388,,,,,
,13507,1655938866, QF7539 , Boeing 767F Melbourne - Sydney , Flight Time: 1:00,24:27 , Qantas Freight Boeing 767-300ERF Takeoff to Sydney ,1467,,,,,
,13529,1655938888, cis7 , Airbus A3so Taipei - Melbourne , Flight Time: 10:35,24:50 , China Airlines Airbus A350-900 Landing from Taipei ,1490,,,,,
,13558,1655938917, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,25:19 , Qantas Airbus A380-800 Landing from Los Angeles ,1519,,,,,
,13605,1655938964, D7214 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:45,26:05 , AirAsia X Airbus A330-300 Landing from Kuala Lumpur ,1565,,,,,
,13645,1655939004, VN781 , Boeing 787 Ho Chi Minh City - Melbourne , Flight Time: 8:05,26:42 , Vietnam Airlines Boeing 787-9 Landing from Ho Chi Minh City ,1602,,,,,
,13679,1655939038, QFIG , Boeing 747 Los Angeles - Melbourne , Flight Time: 13:45,27:20 , Qantas Boeing 787-9 Landing from Los Angeles ,1640,,,,,
9,13750,1655939109, NZ126, Boeing 787 Melbourne - Auckland , Flight Time: 3:30,00:00 , Air New Zealand Boeing 787-9 Takeoff to Auckland ,0,,,,,
https://youtu.be/2elG6bZwJns,13777,1655939136, $Q228 , Airbus A350 Melbourne - Singapore , Flight Time: 7:20,00:31 , Singapore Airlines Airbus A350-900 Takeoff to Singapore ,31,,,,,
,13813,1655939172, QF79 , Airbus A330 Melbourne - Tokyo , Flight Time: 11:15,01:06 , Qantas Airbus A330-300 Takeoff to Tokyo ,66,,,,,
,13853,1655939212, NZ126, Boeing 787 Melbourne - Auckland , Flight Time: 3:30,01:46 , Air New Zealand Boeing 787-9 Takeoff to Auckland ,106,,,,,
,13913,1655939272, QF37 , Airbus A330 Melbourne - Singapore , Flight Time: 7:00,02:45 , Qantas Airbus A330-300 Takeoff to Singapore ,165,,,,,
,13952,1655939311, JQ464 , Airbus A320 Melbourne - Ballina , Flight Time: 1:45,03:25 , Jetstar Airbus A320-200 Takeoff to Ballina ,205,,,,,
,13999,1655939358, VN780 , Boeing 787 Melbourne - Ho Chi Minh City , Flight Time: 8:20,04:12 , Vietnam Airlines Boeing 787-10 Takeoff to Ho Chi Minh City ,252,,,,,
,14081,1655939440, CZ344 , Airbus A580 Melbourne ~ Guangzhou , Flight Time: 9:15,05:34 , China Southern Airlines Airbus A380-800 Takeoff to Guangzhou ,334,,,,,
,14170,1655939529, sJsO , Airbus A330 Melbourne - Manila , Flight Time: 8:45,07:05 , Cebu Pacific Airbus A330-300 Takeoff to Manila ,425,,,,,
,14219,1655939578, QR8893 , Boeing 777F Melbourne ~ Singapore , Flight Time: 7:00,07:52 , Qatar Cargo Boeing 777-200F Takeoff to Singapore ,472,,,,,
,14254,1655939613, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,08:27 , Atlas Air Boeing 747-8F Takeoff to Sydney ,507,,,,,
,14291,1655939650, CX105 , Airbus A350 Melbourne - Hong Kong , Flight Time: 7:00,09:04 , Cathay Pacific Airbus A350-1000 Takeoff to Hong Kong,544,,,,,
,14321,1655939680, Ble , Boeing 787 Melbourne - Brunei , Flight Time: 6:00,09:35 , Royal Brunei Airlines Boeing 787-8 Takeoff to Bandar Seri Begawan ,575,,,,,
,14373,1655939732, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,10:26 , Atlas Air Boeing 747-400F Takeoff to Sydney,626,,,,,
,14438,1655939797, UA28S55 , Boeing 777 Melbourne - San Francisco , Flight Time: 14:10,11:31 , United Airlines Boeing 777-300ER Takeoff to San Francisco ,691,,,,,
